aX,aY,aZ,gX,gY,gZ
-0.141,0.599,0.954,4.395,-3.296,-5.920
-0.179,0.628,0.972,12.573,-6.409,0.732
-0.182,0.601,0.962,23.804,-7.324,8.606
-0.127,0.577,0.900,36.560,-5.615,17.151
-0.094,0.547,0.833,46.875,-1.770,22.705
-0.065,0.459,0.791,49.255,1.831,23.621
-0.041,0.344,0.747,43.640,1.953,25.513
-0.063,0.170,0.734,34.668,-2.563,29.602
-0.128,0.003,0.749,24.536,-10.803,32.593
-0.138,-0.105,0.724,15.381,-16.235,31.250
-0.152,-0.152,0.734,8.301,-20.386,25.696
-0.121,-0.106,0.735,1.404,-16.052,19.592
-0.094,-0.024,0.783,-3.540,-2.625,11.047
-0.066,0.039,0.896,-5.676,14.038,2.197
-0.023,0.103,1.004,-7.080,25.024,-2.869
-0.002,0.145,1.103,-7.507,26.428,-2.747
-0.007,0.111,1.184,-4.883,19.531,0.854
-0.066,0.032,1.181,-0.732,4.944,6.348
-0.104,-0.045,1.121,2.930,-11.597,12.756
-0.144,-0.118,1.028,5.310,-25.208,19.043
-0.196,-0.157,0.951,3.235,-31.555,17.944
-0.269,-0.145,0.907,-3.113,-29.358,7.568
-0.316,-0.080,0.889,-10.315,-21.362,-5.859
-0.345,0.077,0.888,-17.456,-10.193,-17.395
-0.346,0.200,0.942,-25.269,4.089,-25.574
-0.333,0.346,1.008,-34.058,19.775,-31.616
-0.330,0.488,1.140,-42.175,33.752,-35.583
-0.303,0.497,1.356,-47.913,43.701,-32.410
-0.304,0.432,1.529,-44.739,41.565,-18.982
-0.244,0.357,1.546,-28.442,24.902,1.892
-0.248,0.153,1.400,-4.578,-3.357,25.269
-0.178,0.028,1.225,14.221,-31.433,48.279
-0.148,-0.118,1.038,24.658,-49.805,65.796
-0.126,-0.239,0.898,29.663,-56.030,70.251
-0.094,-0.316,0.805,29.419,-49.500,64.697
-0.085,-0.328,0.777,26.611,-33.997,52.063
-0.058,-0.310,0.775,22.766,-13.123,36.377
-0.015,-0.257,0.806,14.709,8.362,20.142
0.024,-0.173,0.862,1.953,26.123,4.700
0.029,-0.109,0.942,-12.512,37.903,-8.240
0.005,-0.032,1.012,-25.452,44.189,-19.470
-0.036,0.080,1.105,-34.058,46.082,-27.100
-0.058,0.166,1.216,-34.912,46.814,-27.405
-0.096,0.179,1.273,-26.001,42.480,-21.606
-0.086,0.204,1.268,-14.099,31.616,-13.306
-0.054,0.238,1.213,-4.822,17.029,-6.104
-0.059,0.261,1.152,1.770,3.052,-2.502
-0.067,0.270,1.101,4.822,-6.165,-1.465
-0.082,0.291,1.058,6.226,-9.644,-1.526
-0.107,0.310,1.026,6.470,-9.583,-2.136
-0.121,0.320,1.011,4.822,-8.728,-2.319
-0.147,0.329,1.007,2.380,-7.812,-1.587
-0.161,0.336,1.012,0.000,-5.737,-1.404
-0.164,0.359,1.045,-0.244,-3.540,-0.305
-0.166,0.367,1.095,2.991,-1.404,3.174
-0.141,0.364,1.114,11.108,0.427,7.202
-0.117,0.364,1.090,20.508,-0.183,9.033
-0.080,0.374,1.036,27.893,-2.686,9.583
-0.082,0.405,0.982,31.067,-4.761,8.789
-0.102,0.415,0.955,29.175,-5.005,5.737
-0.127,0.400,0.947,23.621,-4.822,3.174
-0.132,0.399,0.936,17.334,-6.531,3.235
-0.163,0.395,0.915,13.184,-7.935,4.517
-0.187,0.367,0.903,10.925,-6.714,4.944
-0.185,0.338,0.890,10.010,-4.333,6.592
-0.208,-0.824,1.546,13.855,4.150,30.579
-0.163,-0.882,1.589,19.104,2.747,28.687
-0.150,-0.913,1.598,26.672,2.625,21.484
-0.149,-0.925,1.569,35.034,4.089,12.695
-0.144,-0.919,1.512,41.443,6.653,4.089
-0.150,-0.883,1.464,43.457,7.385,-3.174
-0.170,-0.837,1.424,40.588,3.540,-7.263
-0.192,-0.806,1.376,34.973,-4.700,-7.385
-0.174,-0.771,1.305,29.419,-16.724,-5.432
-0.123,-0.700,1.213,25.330,-29.602,-5.127
-0.084,-0.583,1.107,23.926,-37.598,-9.888
-0.018,-0.429,0.994,26.550,-38.696,-18.005
0.052,-0.276,0.868,30.945,-34.851,-24.170
0.180,-0.093,0.737,34.607,-28.748,-29.846
0.279,0.095,0.605,35.278,-23.071,-34.485
0.385,0.249,0.466,30.090,-20.447,-38.269
0.474,0.394,0.304,17.456,-20.569,-43.457
0.528,0.561,0.160,-2.258,-20.935,-52.429
0.489,0.794,0.100,-26.123,-15.686,-65.491
0.684,1.012,-0.044,-52.979,-1.099,-82.458
0.542,1.340,-0.000,-79.651,13.611,-102.478
0.471,1.645,0.086,-99.304,34.607,-108.948
0.392,1.918,0.219,-110.718,55.359,-116.699
0.227,2.078,0.361,-113.342,70.435,-121.216
0.099,2.203,0.559,-110.901,84.351,-118.408
-0.062,2.273,0.778,-104.980,97.778,-111.694
-0.138,2.260,0.973,-93.750,110.352,-101.013
-0.239,2.204,1.176,-78.674,119.690,-87.158
-0.276,2.118,1.395,-59.204,122.131,-67.993
-0.192,1.983,1.543,-33.875,109.192,-40.894
-0.055,1.713,1.493,-4.883,73.425,-8.179
0.090,1.400,1.245,22.827,20.447,24.475
0.217,1.189,0.963,43.701,-29.419,52.368
0.274,0.964,0.697,57.800,-62.988,72.449
0.307,0.734,0.491,67.505,-75.806,82.947
0.312,0.539,0.332,73.853,-73.608,83.862
0.270,0.434,0.240,72.021,-63.293,77.209
0.219,0.407,0.231,60.059,-48.706,65.430
0.165,0.433,0.300,42.664,-32.715,53.589
0.132,0.505,0.438,23.193,-16.235,44.373
0.074,0.597,0.603,5.859,-1.709,36.865
0.092,0.713,0.820,-6.897,11.230,32.898
0.141,0.791,1.031,-12.268,19.836,33.325
0.204,0.816,1.167,-9.644,19.592,36.194
0.243,0.816,1.211,-4.272,9.705,38.269
0.257,0.808,1.178,-0.732,-7.812,37.231
0.223,0.817,1.082,-0.732,-27.283,32.471
0.158,0.792,0.985,-1.770,-39.551,25.574
0.101,0.750,0.898,-2.625,-43.335,18.555
0.063,0.732,0.826,-5.127,-40.344,12.451
0.054,0.734,0.773,-7.812,-29.846,6.714
0.053,0.756,0.764,-9.155,-12.817,-1.221
0.079,0.803,0.797,-7.996,6.897,-10.071
0.070,0.859,0.854,-2.502,25.391,-19.287
0.027,0.823,0.931,6.531,36.194,-24.780
-0.010,0.699,0.983,15.015,34.912,-21.606
-0.001,0.579,0.961,17.822,22.705,-11.536
-0.047,0.520,0.877,11.841,1.709,-2.075
-0.126,0.428,0.809,0.671,-16.968,3.113
-0.141,0.334,0.772,-10.132,-21.484,5.676
-0.103,0.290,0.745,-16.724,-12.207,5.127
-0.036,0.301,0.747,-17.944,5.493,-2.014
0.031,0.349,0.764,-13.916,27.039,-14.099
0.102,0.383,0.747,-8.240,44.922,-26.978
0.016,0.428,0.916,-4.272,52.307,-37.048
-0.149,0.345,1.078,-2.258,45.044,-37.231
-0.223,0.307,1.193,-0.854,36.438,-25.452
-0.184,0.255,1.243,10.986,17.395,-0.061
-0.119,0.191,1.168,23.804,-8.545,23.926
-0.160,0.141,1.071,31.311,-36.194,37.109
-0.147,0.073,0.930,37.537,-52.551,42.297
-0.153,-0.023,0.793,46.448,-59.326,44.128
-0.115,-0.089,0.684,52.368,-57.312,43.762
-0.078,-0.185,0.668,50.903,-46.814,42.480
-0.063,-0.301,0.701,41.443,-36.255,38.025
-0.109,-0.343,0.788,25.330,-31.311,32.837
-0.198,-0.347,0.930,10.071,-28.381,29.297
-0.261,-0.359,1.034,3.479,-25.146,28.503
-0.272,-0.344,1.084,3.235,-23.804,29.480
-0.265,-0.295,1.100,5.737,-24.109,27.710
-0.278,-0.233,1.097,10.803,-21.729,21.057
-0.281,-0.193,1.076,17.456,-17.395,13.123
-0.282,-0.107,1.016,22.583,-12.939,7.141
-0.317,-0.038,0.950,24.475,-8.301,3.052
-0.359,-0.007,0.908,21.912,-4.211,2.014
-0.362,0.012,0.877,14.709,-0.793,6.714
-0.320,0.001,0.881,4.883,2.136,15.320
-0.242,-0.051,0.933,-8.057,4.700,23.743
-0.189,-0.072,1.005,-21.484,5.676,28.564
-0.173,-0.079,1.093,-29.785,7.263,28.198
-0.152,-0.069,1.185,-29.541,11.841,24.231
-0.143,-0.035,1.259,-22.461,16.357,17.639
-0.139,0.017,1.274,-12.756,15.869,11.169
-0.142,0.099,1.238,-4.211,11.047,6.531
-0.152,0.169,1.203,1.587,6.531,3.235
-0.169,0.215,1.168,4.822,4.822,2.258
-0.147,0.265,1.130,5.554,3.723,3.906
-0.147,0.321,1.122,3.906,3.967,4.639
-0.174,0.334,1.129,2.747,5.310,4.395
-0.184,0.330,1.119,3.418,5.859,5.859
-0.176,0.340,1.089,5.981,4.517,9.338
-0.177,0.331,1.062,8.179,2.808,11.536
-0.169,0.317,1.024,10.742,1.038,12.878
-0.137,0.330,0.978,11.902,-1.709,15.076
-0.137,0.377,0.970,12.329,-3.113,16.113
-0.155,0.387,0.992,15.259,-1.160,15.015
-0.138,0.381,0.988,21.240,1.282,15.137
-0.111,0.388,0.958,25.757,1.160,17.029
-0.125,0.402,0.937,26.611,1.099,16.846
-0.141,0.400,0.924,25.452,2.441,15.015
-0.144,0.381,0.904,22.278,2.808,15.686
-0.135,0.366,0.878,17.822,0.977,18.372
-0.134,0.352,0.857,11.047,-1.648,20.630
-0.135,0.331,0.862,4.517,-3.296,21.729
-0.125,0.306,0.873,0.183,-4.089,22.888
-0.098,0.283,0.890,-0.854,-4.272,23.865
-0.084,0.245,0.908,1.221,-3.357,23.621
-0.077,0.206,0.909,5.554,-1.770,21.423
-0.077,0.188,0.897,9.949,-1.404,18.555
-0.383,-0.742,1.820,-0.488,45.166,11.658
-0.461,-0.908,1.922,-0.122,43.457,11.902
-0.516,-1.050,1.947,1.892,33.875,14.099
-0.502,-1.146,1.895,6.104,18.494,17.395
-0.499,-1.210,1.779,12.573,2.075,18.250
-0.508,-1.232,1.620,20.996,-10.193,13.794
-0.508,-1.181,1.448,30.884,-15.259,5.432
-0.480,-1.115,1.261,41.016,-11.658,-2.625
-0.442,-1.041,1.101,46.082,-2.625,-10.071
-0.359,-0.933,0.967,42.786,6.409,-16.724
-0.282,-0.795,0.863,33.630,11.353,-19.653
-0.212,-0.660,0.801,21.057,11.902,-18.372
-0.100,-0.494,0.760,7.812,7.996,-12.695
0.087,-0.308,0.711,0.793,1.465,-3.601
0.343,-0.099,0.565,3.052,-6.897,4.089
0.550,0.174,0.392,5.615,-21.057,4.211
0.636,0.518,0.219,1.282,-37.720,-1.221
0.699,0.813,0.034,-6.653,-44.556,-7.324
0.766,1.042,-0.082,-20.081,-42.175,-17.883
0.836,1.271,-0.177,-44.006,-32.104,-32.349
0.684,1.466,-0.102,-77.698,-29.541,-53.345
0.670,1.739,-0.052,-111.938,-20.386,-67.444
0.631,1.983,0.064,-138.855,-8.545,-90.698
0.464,2.225,0.194,-151.672,1.282,-113.037
0.242,2.416,0.375,-149.719,17.578,-128.723
0.007,2.458,0.563,-136.353,38.452,-135.437
-0.186,2.435,0.763,-117.249,57.312,-131.348
-0.310,2.391,0.966,-98.083,65.186,-115.295
-0.338,2.282,1.131,-81.543,60.364,-87.341
-0.401,2.108,1.233,-65.369,48.706,-52.979
-0.324,1.863,1.238,-41.931,35.156,-20.752
-0.214,1.613,1.136,-11.719,23.071,7.080
-0.051,1.386,0.995,18.127,16.235,31.067
0.114,1.179,0.853,42.419,13.123,49.133
0.256,0.998,0.728,60.791,11.719,60.059
0.347,0.859,0.625,74.158,8.789,61.890
0.380,0.771,0.534,82.214,4.272,56.519
0.373,0.715,0.447,85.632,-0.916,46.875
0.344,0.742,0.370,83.557,-4.272,38.086
0.297,0.848,0.431,75.623,-6.165,32.166
0.226,0.915,0.498,64.819,-12.756,32.837
0.195,0.940,0.561,54.077,-19.958,34.058
0.195,0.944,0.600,49.255,-31.250,42.480
0.173,0.926,0.610,47.363,-41.992,53.589
0.145,0.850,0.624,47.607,-47.058,58.838
0.146,0.779,0.619,49.133,-44.800,58.472
0.132,0.727,0.623,52.673,-35.828,53.223
0.109,0.683,0.634,57.190,-23.560,42.908
0.067,0.636,0.631,60.852,-11.047,28.442
0.054,0.609,0.610,62.073,0.122,15.076
0.040,0.576,0.613,60.303,11.475,4.150
0.007,0.477,0.651,55.542,20.752,-4.456
0.018,0.429,0.670,48.462,24.841,-8.179
-0.011,0.413,0.704,41.199,25.146,-6.836
-0.094,0.293,0.780,36.072,24.963,-4.028
-0.142,0.220,0.833,33.875,22.461,1.465
-0.149,0.227,0.845,35.522,17.090,11.292
-0.159,0.193,0.851,39.063,12.329,19.653
-0.117,0.115,0.845,43.335,7.690,25.452
-0.059,0.077,0.806,45.227,2.014,30.518
0.013,0.043,0.757,44.678,-0.732,32.715
-0.007,-0.054,0.765,40.771,-0.488,29.602
-0.032,-0.168,0.780,33.325,-1.038,24.353
-0.059,-0.212,0.782,22.644,-2.808,20.264
-0.085,-0.230,0.805,9.949,-3.601,15.503
-0.132,-0.211,0.849,-2.686,-4.517,11.108
-0.166,-0.125,0.901,-13.000,-4.700,8.545
-0.186,-0.041,0.962,-17.273,-2.075,8.057
-0.150,0.003,1.015,-15.442,3.845,9.094
-0.093,0.030,1.075,-11.963,8.057,11.841
-0.071,0.002,1.175,-9.521,8.667,15.198
-0.050,-0.092,1.274,-5.615,5.249,14.771
-0.031,-0.135,1.281,-1.221,-4.089,13.245
-0.076,-0.176,1.255,1.648,-15.503,9.583
-0.138,-0.143,1.192,2.441,-23.804,2.686
-0.216,-0.095,1.148,2.502,-25.574,-4.272
-0.286,-0.053,1.113,0.854,-24.292,-7.507
-0.319,-0.032,1.086,-2.563,-23.010,-5.920
-0.303,0.008,1.045,-6.104,-23.926,-3.113
-0.294,0.014,1.040,-9.644,-24.963,-0.305
-0.294,-0.001,1.051,-13.306,-22.827,2.747
-0.330,-0.061,1.098,-16.724,-18.921,4.211
-0.352,-0.078,1.151,-20.935,-15.930,5.188
-0.336,-0.066,1.188,-24.170,-14.648,7.751
-0.319,-0.032,1.206,-24.475,-13.306,10.315
-0.304,-0.005,1.214,-22.156,-11.047,10.925
-0.287,0.007,1.208,-17.334,-8.728,11.108
-0.242,0.032,1.175,-11.658,-6.042,11.414
-0.209,0.064,1.141,-6.958,-2.258,9.644
-0.197,0.084,1.127,-4.456,1.770,6.714
-0.197,0.116,1.126,-4.028,4.456,4.883
-0.198,0.139,1.132,-3.052,6.470,5.493
-0.178,0.139,1.146,-0.427,7.446,8.728
-0.144,0.135,1.134,4.395,6.287,11.780
-0.137,0.143,1.091,11.292,3.662,12.329
-0.158,0.145,1.051,18.433,2.380,11.108
-0.182,0.124,1.015,23.010,3.235,10.254
-0.170,0.108,0.976,25.024,2.869,11.414
-0.152,0.110,0.930,23.437,0.122,13.367
-0.163,0.093,0.902,19.104,-2.197,13.550
-0.151,0.103,0.865,13.855,-3.235,12.634
-0.150,0.150,0.853,8.179,-1.709,9.949
-0.180,0.171,0.890,2.380,2.380,5.432
-0.190,0.185,0.921,-1.038,6.104,2.991
-0.198,0.219,0.942,-1.831,7.935,2.380
-0.218,0.240,0.959,-0.305,8.667,2.197
-0.206,0.255,0.959,1.587,7.874,4.211
-0.191,0.272,0.960,3.540,5.432,7.568
-0.189,0.262,0.971,6.226,3.479,9.521
-0.170,0.257,0.962,8.850,0.610,10.925
-0.143,0.262,0.939,10.071,-3.357,12.939
-0.131,0.256,0.928,9.155,-5.859,13.489
-0.117,0.250,0.923,6.165,-6.653,12.695
-0.088,0.273,0.910,2.075,-6.714,11.475
-0.090,0.311,0.926,-2.869,-3.845,8.606
-0.107,0.317,0.966,-7.385,1.099,4.517
-0.122,0.305,1.002,-10.071,5.005,2.014
-0.128,0.308,1.024,-9.033,6.592,2.319
-0.137,0.312,1.035,-5.249,6.348,3.601
-0.640,-0.743,1.592,-1.343,35.156,-0.427
-0.621,-0.873,1.673,0.732,40.527,5.249
-0.540,-0.981,1.700,4.761,40.466,13.672
-0.453,-1.078,1.699,7.385,35.278,20.874
-0.400,-1.172,1.677,7.812,28.137,22.705
-0.378,-1.235,1.659,7.446,21.362,19.165
-0.372,-1.271,1.610,8.362,16.663,12.024
-0.357,-1.258,1.527,13.428,15.808,1.709
-0.336,-1.214,1.411,20.996,17.517,-9.521
-0.279,-1.098,1.272,25.269,20.447,-20.386
-0.227,-0.911,1.165,25.513,21.851,-25.940
-0.165,-0.754,1.085,23.804,20.203,-22.034
-0.034,-0.611,0.986,22.339,14.343,-9.949
0.124,-0.457,0.834,21.606,1.831,2.930
0.223,-0.304,0.674,20.447,-13.306,11.719
0.351,-0.172,0.492,19.409,-26.733,17.517
0.567,-0.000,0.255,16.602,-39.673,20.142
0.720,0.225,0.031,7.568,-50.842,12.878
0.797,0.536,-0.178,-4.150,-51.880,-4.517
0.854,0.882,-0.321,-16.724,-38.635,-28.503
0.699,1.302,-0.369,-36.377,-20.264,-55.359
0.849,1.554,-0.391,-69.702,-5.188,-80.017
0.676,1.913,-0.283,-113.647,-6.592,-99.121
0.605,2.207,-0.153,-157.776,-2.869,-104.736
0.469,2.509,0.077,-190.308,5.127,-111.450
0.216,2.690,0.383,-201.477,26.062,-118.042
-0.025,2.713,0.741,-187.622,58.960,-122.375
-0.223,2.647,1.109,-158.203,89.661,-119.141
-0.282,2.557,1.418,-125.732,103.577,-104.187
-0.395,2.505,1.650,-99.182,94.910,-77.515
-0.413,2.347,1.720,-72.449,64.148,-44.495
-0.339,2.068,1.598,-37.964,22.461,-6.470
-0.174,1.797,1.303,5.676,-19.592,36.499
0.027,1.555,0.957,45.410,-43.335,74.890
0.233,1.290,0.655,74.097,-45.471,91.736
0.332,1.087,0.472,89.111,-36.133,93.445
0.362,0.963,0.372,92.346,-26.489,85.205
0.362,0.874,0.302,91.553,-16.785,70.923
0.337,0.806,0.228,90.637,-9.277,55.298
0.319,0.760,0.189,82.886,-5.798,41.504
0.290,0.793,0.193,65.247,-3.113,29.053
0.237,0.866,0.260,44.739,0.732,16.724
0.187,0.925,0.352,30.457,6.592,10.315
0.157,0.927,0.514,25.269,10.498,12.451
0.092,0.856,0.630,28.259,3.235,23.865
0.108,0.743,0.696,29.968,0.000,31.677
0.116,0.649,0.750,33.020,-5.737,38.147
0.111,0.553,0.766,37.292,-11.292,43.030
0.108,0.471,0.765,43.518,-10.803,41.138
0.132,0.427,0.749,51.392,-5.493,35.278
0.171,0.400,0.717,57.861,1.709,24.841
0.154,0.350,0.697,59.021,6.775,10.681
0.109,0.293,0.684,53.162,9.888,-1.038
0.060,0.211,0.702,43.213,11.719,-9.216
0.034,0.144,0.721,30.518,13.367,-15.686
-0.060,0.090,0.781,17.517,14.465,-21.179
-0.171,0.102,0.839,8.484,13.306,-24.353
-0.263,0.179,0.914,5.981,12.695,-21.362
-0.251,0.214,0.953,10.498,13.062,-12.329
-0.259,0.258,0.931,18.921,12.268,-2.136
-0.154,0.299,0.909,26.611,7.568,6.226
-0.160,0.256,0.898,27.527,-2.502,12.207
-0.105,0.185,0.910,21.057,-3.662,18.372
-0.050,0.139,0.922,12.390,-2.869,23.865
-0.080,0.029,0.993,0.366,-5.737,24.414
-0.110,-0.014,1.061,-11.475,-10.315,23.071
-0.094,-0.010,1.099,-15.076,-12.207,22.400
-0.104,0.003,1.137,-11.536,-12.634,19.836
-0.108,-0.000,1.151,-3.296,-13.428,17.212
-0.083,0.042,1.122,8.545,-15.076,16.724
-0.145,0.021,1.133,22.461,-16.296,15.564
-0.162,-0.041,1.122,33.691,-18.799,17.151
-0.148,-0.044,1.060,39.673,-24.048,22.339
-0.195,-0.086,1.001,39.673,-31.616,25.269
-0.235,-0.141,0.943,31.860,-40.100,27.466
-0.244,-0.123,0.848,18.250,-45.593,29.236
-0.275,-0.114,0.825,3.479,-44.373,26.062
-0.283,-0.112,0.833,-8.606,-37.231,20.020
-0.261,-0.074,0.869,-17.090,-26.672,13.916
-0.220,-0.032,0.932,-21.179,-14.648,8.301
-0.200,0.001,1.011,-21.851,-6.042,2.991
-0.215,0.035,1.079,-20.813,-1.892,0.488
-0.240,0.034,1.162,-18.127,0.000,0.916
-0.244,0.012,1.225,-13.489,-0.916,5.432
-0.229,-0.004,1.222,-7.690,-6.165,11.902
-0.188,-0.010,1.193,-3.723,-14.160,16.357
-0.173,0.003,1.147,-2.014,-21.790,17.517
-0.158,0.052,1.087,-2.319,-22.522,15.564
-0.176,0.095,1.068,-2.991,-15.564,9.216
-0.194,0.115,1.071,-4.822,-4.822,1.587
-0.199,0.148,1.081,-6.836,4.822,-3.357
-0.216,0.193,1.091,-8.057,11.230,-6.226
-0.273,0.239,1.120,-8.423,13.977,-6.775
-0.321,0.262,1.162,-7.080,14.526,-2.808
-0.302,0.240,1.177,-2.502,13.916,6.409
-0.241,0.189,1.169,2.991,10.559,17.090
-0.172,0.148,1.127,6.775,2.441,24.292
-0.126,0.123,1.086,8.057,-6.104,25.696
-0.094,0.101,1.047,9.644,-10.559,22.095
-0.075,0.116,0.994,12.512,-12.146,15.625
-0.071,0.159,0.939,14.282,-10.742,8.728
-0.099,0.195,0.902,12.146,-6.775,1.343
-0.112,0.226,0.903,6.958,-1.221,-4.761
-0.136,0.275,0.934,1.343,3.662,-8.789
-0.172,0.340,0.988,-2.197,7.385,-11.108
-0.218,0.368,1.041,-2.014,9.766,-10.559
-0.219,0.357,1.059,2.563,9.338,-6.714
-0.209,0.331,1.035,7.935,4.089,-1.953
-0.213,0.306,0.990,11.047,-4.089,2.686
-0.208,0.286,0.934,12.756,-11.047,6.348
-0.185,0.284,0.885,13.367,-14.526,8.423
-0.173,0.291,0.857,13.367,-13.123,7.751
-0.162,0.313,0.847,12.817,-7.812,4.883
-0.160,0.355,0.865,10.010,-0.671,1.038
-0.174,0.389,0.903,5.798,6.226,-2.014
-0.187,0.392,0.944,1.465,10.559,-2.502
-0.194,0.380,0.970,-0.366,11.108,-0.549
-0.204,0.367,0.985,0.488,9.521,2.441
-0.207,0.320,0.980,3.479,5.798,6.348
-0.642,-0.625,1.639,-1.709,34.241,-23.437
-0.689,-0.667,1.622,5.859,34.607,-21.057
-0.691,-0.700,1.563,13.733,31.677,-13.733
-0.663,-0.734,1.492,20.752,27.283,-4.639
-0.626,-0.775,1.417,25.085,22.888,3.235
-0.615,-0.832,1.351,25.940,18.616,8.789
-0.606,-0.880,1.325,23.865,15.564,12.085
-0.588,-0.896,1.300,21.423,12.939,13.550
-0.547,-0.882,1.253,20.508,9.216,13.306
-0.485,-0.835,1.191,19.470,4.822,12.329
-0.434,-0.742,1.136,17.090,-0.122,12.146
-0.346,-0.660,1.084,16.296,-5.676,15.564
-0.182,-0.549,0.974,19.531,-12.695,21.423
0.013,-0.366,0.830,23.682,-22.583,25.024
0.201,-0.174,0.705,26.611,-32.837,24.597
0.364,0.037,0.580,29.846,-40.344,22.217
0.552,0.228,0.391,35.461,-41.382,17.883
0.730,0.372,0.187,38.208,-34.973,8.606
0.810,0.558,-0.026,30.640,-26.245,-4.944
1.068,0.777,-0.167,7.996,-20.020,-25.452
1.064,1.096,-0.301,-28.503,-22.583,-49.988
1.110,1.434,-0.333,-78.064,-11.047,-75.378
1.052,1.767,-0.278,-129.517,-7.385,-104.919
0.853,2.169,-0.145,-180.237,-10.315,-131.042
0.529,2.598,0.137,-219.116,-11.902,-151.123
0.237,2.800,0.416,-236.511,-11.841,-159.729
-0.166,2.885,0.710,-240.173,-15.015,-156.433
-0.698,3.038,1.024,-231.750,-23.254,-148.193
-1.194,3.182,1.352,-209.229,-26.123,-127.441
-1.408,3.103,1.595,-168.884,-17.639,-86.365
-1.234,2.752,1.630,-104.614,-1.221,-26.794
-0.790,2.227,1.473,-20.569,19.226,37.292
-0.258,1.748,1.231,61.462,36.560,92.834
0.101,1.274,0.966,124.390,44.067,126.160
0.401,0.905,0.696,161.377,43.823,133.789
0.571,0.656,0.511,169.861,41.077,125.244
0.609,0.477,0.415,156.250,36.743,109.497
