aX,aY,aZ,gX,gY,gZ
0.187,-0.298,-0.932,-131.470,-27.771,7.996
0.171,-0.343,-0.876,-131.958,-29.541,7.996
0.187,-0.352,-0.840,-132.446,-27.832,12.268
0.227,-0.348,-0.836,-134.155,-25.024,17.700
0.314,-0.362,-0.849,-137.695,-23.132,19.958
0.402,-0.359,-0.848,-144.287,-26.489,16.724
0.470,-0.325,-0.798,-153.320,-36.804,8.545
0.507,-0.340,-0.754,-164.185,-49.683,-3.662
0.558,-0.334,-0.637,-176.636,-63.110,-19.287
0.519,-0.377,-0.502,-188.293,-76.477,-33.508
0.428,-0.432,-0.308,-198.608,-82.947,-47.913
0.228,-0.447,-0.148,-205.078,-82.520,-57.007
0.057,-0.524,0.003,-208.191,-69.763,-51.880
0.001,-0.557,0.116,-206.421,-39.856,-33.630
0.057,-0.538,0.168,-196.106,-12.024,-11.658
0.157,-0.558,0.152,-181.763,1.526,7.629
0.251,-0.593,0.094,-171.997,2.319,20.996
0.425,-0.600,0.088,-170.654,-3.174,23.621
0.586,-0.585,0.171,-176.819,-17.578,12.146
0.637,-0.566,0.268,-184.082,-44.617,-9.216
0.546,-0.571,0.372,-191.223,-78.613,-35.278
0.412,-0.633,0.480,-201.965,-97.717,-58.472
0.206,-0.650,0.587,-212.402,-96.619,-75.134
0.009,-0.654,0.682,-214.905,-81.360,-77.332
-0.096,-0.678,0.757,-208.130,-56.274,-61.279
-0.028,-0.682,0.807,-192.688,-26.794,-34.058
0.199,-0.679,0.890,-170.349,-10.498,-10.986
0.414,-0.637,0.956,-150.330,-25.146,-5.066
0.451,-0.575,0.971,-134.521,-61.096,-14.343
0.328,-0.667,0.916,-123.718,-94.788,-31.494
0.122,-0.814,0.905,-125.366,-98.938,-42.542
-0.058,-0.753,0.822,-144.775,-77.454,-49.377
-0.061,-0.759,0.950,-164.124,-23.621,-33.142
0.015,-0.788,0.948,-174.866,25.513,-15.198
0.221,-0.806,1.128,-176.880,50.659,-8.667
0.321,-0.705,1.264,-165.588,46.021,-11.536
0.295,-0.629,1.263,-134.399,16.968,-18.616
0.245,-0.662,1.181,-95.886,-28.198,-25.635
0.117,-0.700,1.100,-70.313,-70.740,-27.466
0.016,-0.698,1.056,-60.913,-91.248,-24.902
-0.052,-0.730,1.058,-62.805,-83.252,-20.447
-0.044,-0.766,1.068,-72.266,-49.927,-15.259
-0.018,-0.799,1.076,-81.299,-8.850,-10.254
0.096,-0.771,1.097,-84.778,24.292,-4.822
0.162,-0.736,1.099,-79.773,36.072,-1.831
0.198,-0.708,1.062,-67.627,28.381,-3.357
0.185,-0.704,0.982,-52.063,9.827,-4.883
0.165,-0.726,0.911,-39.246,-10.498,-5.615
0.137,-0.724,0.876,-33.142,-29.663,-8.118
0.106,-0.704,0.856,-31.677,-42.664,-10.803
0.094,-0.701,0.858,-32.104,-46.509,-12.329
0.061,-0.713,0.876,-34.668,-41.260,-13.855
0.009,-0.719,0.898,-38.818,-29.785,-13.062
0.002,-0.719,0.933,-42.175,-11.963,-7.812
0.030,-0.693,0.957,-41.870,8.911,-0.854
0.091,-0.697,0.971,-39.490,27.283,5.859
0.187,-0.663,0.975,-35.095,37.720,8.911
0.218,-0.643,0.954,-26.672,29.785,6.531
0.169,-0.668,0.885,-17.456,8.545,3.357
0.114,-0.690,0.836,-11.963,-9.216,1.282
0.095,-0.687,0.828,-11.353,-16.846,0.610
0.081,-0.669,0.841,-13.367,-17.883,0.488
0.079,-0.660,0.850,-14.526,-13.855,1.648
0.075,-0.649,0.845,-14.404,-5.371,3.967
0.080,-0.644,0.813,-12.695,2.563,7.568
0.109,-0.635,0.775,-10.803,9.033,12.207
0.144,-0.618,0.748,-10.193,12.939,14.587
0.193,-0.604,0.750,-10.864,11.902,13.184
0.190,-0.582,0.757,-11.108,6.042,7.996
0.152,-0.588,0.747,-9.888,-3.052,2.563
0.132,-0.611,0.743,-9.338,-9.338,0.305
0.140,-0.602,0.785,-10.681,-12.207,-1.160
0.136,-0.585,0.819,-10.986,-14.771,-2.808
0.120,-0.595,0.828,-8.911,-17.822,-3.235
0.085,-0.611,0.815,-6.653,-19.470,-1.953
0.065,-0.620,0.796,-6.226,-16.357,1.282
0.077,-0.611,0.793,-6.348,-9.949,5.310
0.130,-0.675,2.348,55.603,28.137,1.526
0.130,-0.761,2.622,73.914,32.532,-0.366
0.042,-0.814,2.851,101.013,31.372,1.526
-0.071,-0.832,2.895,137.329,32.593,8.179
-0.075,-0.830,2.855,184.387,36.804,20.874
-0.028,-0.886,2.887,224.854,40.283,33.386
0.014,-0.896,2.950,246.399,46.936,37.903
0.025,-0.879,2.951,260.742,60.242,35.034
-0.092,-0.890,2.903,275.391,75.317,36.011
-0.081,-0.843,2.773,289.856,100.037,41.504
-0.107,-0.721,2.634,308.105,114.746,52.002
-0.090,-0.500,2.328,333.862,123.901,63.171
-0.021,-0.310,1.912,365.173,124.268,71.472
0.068,-0.216,1.588,389.771,116.028,75.806
0.009,-0.089,1.249,399.780,103.760,71.533
-0.072,0.231,0.932,413.879,85.571,66.162
-0.121,0.312,0.535,433.350,64.026,69.946
-0.114,0.461,0.200,440.979,47.607,70.923
-0.082,0.594,-0.083,435.303,34.668,77.820
0.004,0.713,-0.292,416.565,42.358,86.914
0.067,0.787,-0.483,389.404,61.584,93.079
0.194,0.820,-0.620,358.765,85.876,94.910
0.355,0.940,-0.710,330.200,109.863,88.379
0.438,1.073,-0.805,309.753,119.507,70.374
0.349,1.123,-1.009,296.326,117.249,47.852
0.241,1.081,-1.270,286.621,117.249,33.875
0.154,1.012,-1.543,273.499,121.643,30.029
0.082,0.966,-1.808,254.089,123.291,25.391
0.033,0.934,-2.083,231.323,112.854,15.442
-0.078,0.921,-2.360,202.820,90.515,2.563
-0.233,0.836,-2.605,164.307,62.866,-5.615
-0.362,0.711,-2.732,118.164,43.091,-7.263
-0.464,0.570,-2.710,65.735,33.508,-5.676
-0.436,0.488,-2.573,14.526,29.785,-3.113
-0.368,0.392,-2.372,-28.564,24.109,-2.808
-0.315,0.259,-2.148,-63.599,9.888,-5.371
-0.268,0.128,-1.900,-94.421,-8.362,-7.507
-0.212,0.015,-1.628,-122.742,-23.193,-5.737
-0.119,-0.087,-1.330,-146.912,-31.189,-1.221
-0.030,-0.165,-1.084,-162.903,-38.025,4.333
0.054,-0.225,-0.876,-170.532,-44.434,9.644
0.134,-0.280,-0.720,-171.814,-52.734,12.817
0.181,-0.340,-0.623,-169.861,-60.547,13.184
0.212,-0.384,-0.548,-167.114,-63.782,9.338
0.233,-0.427,-0.478,-164.795,-63.538,5.798
0.231,-0.447,-0.422,-163.513,-60.120,4.883
0.200,-0.474,-0.405,-161.316,-55.847,5.554
0.156,-0.499,-0.390,-159.668,-51.208,8.301
0.188,-0.470,-0.349,-161.133,-41.382,13.489
0.230,-0.477,-0.297,-164.612,-30.823,22.217
0.323,-0.494,-0.234,-168.579,-21.973,26.123
0.400,-0.493,-0.156,-170.227,-19.348,21.118
0.426,-0.498,-0.065,-169.861,-26.794,14.099
0.402,-0.525,0.012,-171.448,-36.072,7.935
0.367,-0.562,0.077,-172.363,-38.635,1.526
0.400,-0.600,0.159,-170.532,-39.001,-2.686
0.429,-0.609,0.261,-168.457,-41.931,-4.700
0.432,-0.594,0.318,-164.368,-45.715,-7.568
0.401,-0.594,0.303,-156.006,-48.950,-10.803
0.401,-0.633,0.226,-147.888,-50.354,-11.841
0.431,-0.675,0.177,-148.193,-48.889,-13.245
0.418,-0.687,0.175,-158.142,-47.546,-17.517
0.382,-0.672,0.222,-171.021,-48.889,-24.841
0.310,-0.649,0.336,-181.274,-50.476,-32.715
0.212,-0.600,0.444,-185.425,-50.537,-36.499
0.179,-0.604,0.518,-181.335,-48.523,-32.349
0.199,-0.650,0.591,-173.035,-44.495,-23.499
0.303,-0.691,0.691,-164.917,-40.283,-14.526
0.369,-0.670,0.788,-158.752,-40.161,-12.268
0.379,-0.661,0.841,-151.733,-43.945,-16.174
0.242,-0.575,0.752,-145.447,-46.570,-20.935
0.175,-0.897,0.795,-141.602,-42.053,-15.442
0.214,-0.738,0.804,-146.667,-31.250,-20.569
0.232,-0.712,0.825,-143.738,-25.391,-10.132
0.228,-0.786,0.892,-134.644,-32.043,-3.479
0.258,-0.753,0.924,-124.634,-30.640,-7.507
0.279,-0.725,1.001,-115.417,-37.415,-11.841
0.266,-0.738,1.079,-107.300,-45.898,-15.198
0.271,-0.757,1.145,-101.685,-47.607,-17.639
0.278,-0.769,1.199,-97.351,-41.565,-17.822
0.271,-0.798,1.193,-91.492,-34.180,-15.442
0.247,-0.824,1.133,-83.862,-25.574,-11.353
0.233,-0.843,1.059,-77.332,-17.090,-5.798
0.251,-0.866,1.064,-71.655,-7.202,-0.366
0.266,-0.807,1.067,-62.805,-0.916,1.587
0.256,-0.794,1.005,-47.485,-5.432,2.930
0.269,-0.791,0.896,-31.860,-14.587,5.249
0.286,-0.798,0.790,-23.499,-23.682,3.784
0.280,-0.797,0.746,-25.269,-27.893,-0.549
0.249,-0.796,0.729,-34.119,-27.527,-6.226
0.200,-0.795,0.737,-44.006,-24.231,-9.766
0.154,-0.774,0.754,-53.101,-18.005,-8.484
0.157,-0.755,0.786,-58.472,-6.714,-3.784
0.211,-0.737,0.849,-59.387,7.324,0.671
0.240,-0.694,0.892,-55.115,15.076,2.747
0.252,-0.670,0.870,-45.715,11.902,4.456
0.239,-0.683,0.801,-34.302,2.563,6.775
0.203,-0.700,0.759,-26.428,-5.920,8.728
0.299,-0.698,0.834,-25.635,-8.179,9.583
0.169,-0.639,0.629,-30.029,-21.484,7.751
0.207,-0.650,0.698,-33.997,-10.498,4.272
0.197,-0.654,0.689,-38.452,-6.409,4.028
0.201,-0.630,0.706,-42.725,-5.676,4.883
0.260,-0.628,0.781,-44.189,-0.549,5.371
0.255,-0.624,0.884,-42.908,-2.319,2.686
0.230,-0.576,0.953,-36.499,-8.911,-0.427
0.217,-0.575,0.961,-25.024,-17.334,-0.122
0.209,-0.608,0.938,-14.465,-24.353,2.502
0.183,-0.599,0.914,-8.118,-28.442,3.906
0.177,-0.589,0.865,-4.089,-29.907,6.104
0.193,-0.606,0.806,-3.052,-24.658,7.080
0.188,-0.630,0.757,-6.042,-13.489,7.629
0.186,-0.639,0.734,-12.146,-1.282,8.362
0.218,-0.629,0.747,-17.334,7.935,10.132
0.288,-0.615,0.786,-19.653,12.634,10.498
0.334,-0.606,0.826,-18.616,7.019,5.737
0.301,-0.615,0.831,-15.076,-8.057,-1.526
0.231,-0.642,0.833,-11.841,-23.193,-7.080
0.166,-0.662,0.851,-10.559,-29.358,-9.888
0.169,-0.764,2.067,101.990,-16.968,9.583
0.144,-0.918,2.225,112.610,-15.808,7.385
0.042,-0.971,2.445,112.793,-5.310,2.258
-0.006,-0.925,2.656,120.239,12.146,1.526
-0.036,-0.907,2.727,146.973,20.508,8.301
0.000,-0.929,2.714,175.842,24.231,18.066
-0.046,-0.980,2.569,198.059,31.433,27.039
-0.061,-0.970,2.323,219.971,47.913,33.264
-0.014,-0.925,2.000,240.417,61.096,37.476
0.127,-0.872,1.800,253.174,66.895,37.415
0.223,-0.837,1.707,254.883,55.542,29.846
0.119,-0.743,1.659,248.962,38.269,17.517
-0.024,-0.660,1.584,246.887,33.081,10.803
-0.069,-0.613,1.529,249.084,45.776,14.893
-0.082,-0.499,1.455,251.648,66.772,26.245
-0.014,-0.281,1.298,263.794,84.595,37.842
0.099,-0.131,1.022,286.194,88.623,50.110
0.169,-0.016,0.459,316.528,66.956,52.185
0.221,0.113,0.243,316.528,57.739,42.786
0.220,0.211,0.034,311.707,45.044,36.438
0.229,0.269,-0.164,304.932,36.499,32.532
0.288,0.275,-0.335,291.992,31.616,26.306
0.276,0.274,-0.443,267.944,29.419,17.517
0.306,0.310,-0.448,241.882,27.161,8.545
0.353,0.386,-0.351,221.619,27.344,0.427
0.301,0.485,-0.361,212.341,33.630,-9.094
0.233,0.507,-0.510,220.276,41.199,-12.268
0.205,0.429,-0.730,228.577,50.781,-5.127
0.154,0.332,-0.971,228.271,60.608,3.784
0.157,0.288,-1.208,223.328,63.782,8.240
0.126,0.310,-1.497,214.294,58.105,7.141
0.025,0.276,-1.791,197.327,46.387,7.019
-0.026,0.251,-2.046,173.157,42.969,11.536
0.006,0.259,-2.263,145.264,46.509,14.893
0.040,0.242,-2.438,115.845,40.588,13.306
0.062,0.195,-2.550,83.191,22.888,6.287
0.044,0.141,-2.583,45.837,0.183,-4.822
0.019,0.061,-2.507,5.493,-23.621,-12.329
0.013,-0.020,-2.302,-37.781,-38.452,-13.916
0.048,-0.068,-2.012,-79.163,-42.358,-14.160
0.099,-0.114,-1.708,-114.563,-42.419,-14.282
0.135,-0.187,-1.404,-142.395,-40.771,-14.343
0.169,-0.275,-1.107,-162.170,-37.598,-17.639
0.132,-0.360,-0.862,-174.500,-34.607,-22.156
0.067,-0.417,-0.686,-179.199,-32.776,-23.254
0.007,-0.463,-0.588,-177.490,-30.334,-18.311
-0.018,-0.498,-0.553,-173.767,-25.269,-9.399
-0.002,-0.500,-0.559,-171.387,-16.602,-0.244
0.047,-0.473,-0.580,-171.692,-7.507,7.812
0.151,-0.428,-0.570,-174.194,-0.916,11.902
0.266,-0.427,-0.512,-178.894,2.563,8.118
0.336,-0.397,-0.431,-184.021,-6.042,-2.991
0.300,-0.416,-0.353,-187.927,-27.527,-11.353
0.236,-0.469,-0.218,-192.078,-46.631,-17.883
0.161,-0.468,-0.015,-195.312,-58.228,-21.790
0.081,-0.461,0.165,-192.322,-60.852,-18.005
0.006,-0.495,0.273,-179.687,-54.688,-5.432
0.014,-0.488,0.307,-161.316,-42.603,11.780
0.097,-0.447,0.263,-145.508,-28.442,28.625
0.266,-0.460,0.171,-140.503,-13.123,35.828
0.394,-0.494,0.076,-152.222,2.075,27.710
0.383,-0.499,0.062,-176.697,8.911,11.414
0.401,-0.539,0.235,-203.796,6.775,-3.418
0.361,-0.567,0.649,-229.858,0.183,-16.296
0.306,-0.501,1.096,-244.385,-12.024,-25.696
0.203,-0.512,1.411,-231.323,-23.621,-25.391
0.157,-0.583,1.533,-196.960,-23.682,-13.550
0.172,-0.598,1.499,-156.799,-15.625,3.418
0.233,-0.521,1.337,-121.277,-9.583,20.264
0.313,-0.546,1.032,-96.313,-0.610,30.029
0.326,-0.651,0.859,-90.698,14.465,29.236
0.407,-0.852,0.785,-100.586,23.804,26.306
0.536,-0.718,0.787,-116.333,-1.709,10.864
0.483,-0.641,0.876,-127.136,-46.021,2.014
0.436,-0.702,1.106,-130.066,-85.144,-17.334
0.240,-0.793,1.293,-126.892,-117.432,-36.255
-0.000,-0.792,1.472,-118.530,-129.395,-47.974
-0.160,-0.795,1.494,-100.098,-116.760,-43.640
-0.223,-0.771,1.387,-77.026,-86.548,-24.963
-0.206,-0.762,1.205,-59.265,-40.588,-1.770
-0.120,-0.781,0.962,-53.406,14.038,20.203
0.005,-0.870,0.808,-61.829,64.819,36.316
0.232,-0.811,0.807,-77.087,97.046,43.457
0.409,-0.697,0.876,-84.351,89.111,36.926
0.447,-0.623,0.927,-78.369,43.030,18.616
0.318,-0.647,0.907,-66.406,-12.207,-1.953
0.147,-0.712,0.852,-57.800,-51.636,-15.503
0.050,-0.702,0.850,-55.359,-66.040,-20.325
0.008,-0.714,0.754,-59.082,-62.744,-18.982
0.024,-0.681,0.773,-67.810,-43.823,-17.273
0.006,-0.652,0.809,-75.623,-20.752,-8.728
0.076,-0.616,0.840,-77.881,5.371,0.916
0.211,-0.576,0.875,-74.402,21.667,9.399
0.321,-0.560,0.947,-68.115,21.057,10.681
0.339,-0.516,0.983,-59.631,5.554,3.540
0.299,-0.497,0.965,-48.828,-18.433,-6.348
0.215,-0.569,0.931,-41.321,-40.100,-14.893
0.126,-0.616,0.912,-41.870,-48.828,-20.020
0.059,-0.600,0.906,-47.180,-44.434,-20.081
0.062,-0.604,0.912,-52.246,-32.898,-14.954
0.018,-0.613,0.876,-56.335,-19.226,-7.629
0.081,-0.633,0.965,-57.373,7.507,0.122
0.171,-0.624,1.073,-56.580,25.757,5.920
0.315,-0.615,1.176,-50.049,30.029,4.822
0.527,-0.744,1.330,-40.833,8.240,-4.578
0.626,-0.990,1.632,-43.640,-34.302,-22.095
0.073,-0.827,1.702,-56.396,-75.012,-46.204
-0.264,-0.652,1.529,-38.330,-62.256,-56.641
-0.217,-0.579,1.299,-1.770,-8.240,-35.400
-0.051,-0.650,1.019,20.630,34.912,3.113
0.059,-0.634,0.841,24.719,60.608,28.442
0.167,-0.526,0.720,22.949,67.810,32.471
0.245,-0.444,0.728,19.226,56.824,26.550
0.125,-0.451,0.493,17.212,26.428,17.700
0.124,-0.431,0.460,14.465,6.470,7.141
0.112,-0.425,0.427,9.338,-4.944,1.831
0.102,-0.427,0.458,-1.038,-11.658,2.197
0.172,-0.454,0.547,-12.939,-11.230,-0.793
0.210,-0.488,0.677,-26.001,-14.221,-7.751
0.230,-0.588,2.833,79.346,-15.442,-7.141
0.067,-0.712,3.256,95.764,-17.456,-11.475
-0.134,-0.707,3.558,118.164,-0.427,-10.742
-0.097,-0.601,3.595,161.987,27.588,1.404
0.014,-0.548,3.285,222.473,42.236,20.325
0.063,-0.642,2.979,268.433,46.570,29.663
-0.113,-0.750,2.542,293.030,43.335,28.687
-0.111,-0.683,2.349,302.307,49.500,27.222
-0.140,-0.630,2.089,304.687,52.307,30.518
-0.172,-0.600,1.840,305.603,64.819,35.339
-0.140,-0.493,1.637,306.763,74.036,39.490
-0.104,-0.299,1.437,310.425,74.768,44.861
-0.020,-0.087,1.235,317.932,68.726,48.157
-0.011,-0.049,0.993,321.899,60.974,47.058
-0.062,0.118,0.742,320.190,62.561,46.936
-0.031,0.106,0.443,322.815,75.806,56.152
0.111,0.245,0.148,323.242,87.646,55.420
0.240,0.363,-0.124,320.068,81.848,54.321
0.375,0.404,-0.310,308.533,78.308,50.842
0.470,0.468,-0.419,291.504,73.914,36.682
0.505,0.512,-0.529,277.954,58.899,14.099
0.474,0.484,-0.611,267.517,37.109,-4.822
0.342,0.494,-0.711,256.348,18.982,-17.029
0.279,0.481,-0.827,246.582,13.428,-21.240
0.189,0.443,-0.930,235.474,24.841,-17.578
0.146,0.380,-1.058,223.389,46.570,-10.925
0.045,0.309,-1.210,209.717,69.214,-4.028
0.031,0.255,-1.371,193.787,90.149,3.845
0.038,0.198,-1.510,175.415,109.436,10.864
0.143,0.138,-1.639,160.339,116.089,12.390
0.094,0.116,-1.789,150.452,95.825,5.432
0.011,0.040,-1.947,140.930,51.636,-3.357
-0.128,-0.033,-2.085,125.061,10.071,-7.141
-0.167,-0.070,-2.177,99.670,-13.428,-7.385
-0.171,-0.081,-2.226,64.758,-22.522,-7.996
-0.163,-0.137,-2.203,21.423,-24.597,-9.216
-0.178,-0.219,-2.087,-26.306,-21.240,-9.766
-0.160,-0.267,-1.877,-73.730,-14.526,-8.423
-0.088,-0.281,-1.621,-111.267,-5.676,-3.784
0.023,-0.286,-1.366,-136.536,5.066,2.319
0.118,-0.295,-1.187,-149.231,9.460,6.348
0.122,-0.336,-1.065,-154.358,5.127,8.423
0.065,-0.380,-0.952,-159.058,0.916,7.568
0.012,-0.426,-0.842,-164.185,-0.488,8.240
0.012,-0.453,-0.735,-168.091,1.953,12.634
0.037,-0.480,-0.648,-170.898,3.174,18.250
0.064,-0.500,-0.585,-173.096,0.305,22.888
0.111,-0.502,-0.472,-176.025,-5.188,26.611
0.204,-0.497,-0.365,-179.565,-12.573,27.893
0.268,-0.488,-0.237,-183.044,-26.367,24.902
0.226,-0.559,-0.101,-185.364,-39.490,20.203
0.120,-0.617,0.063,-186.829,-42.969,12.268
0.058,-0.631,0.215,-184.692,-38.391,11.169
0.056,-0.610,0.305,-177.185,-26.917,21.729
0.121,-0.620,0.329,-166.809,-14.648,36.072
0.305,-0.658,0.353,-158.752,-6.226,45.776
0.424,-0.652,0.406,-158.691,-8.118,46.326
0.465,-0.606,0.450,-162.292,-19.958,39.612
0.452,-0.635,0.486,-165.100,-28.687,29.358
0.384,-0.702,0.624,-167.358,-28.687,19.165
0.295,-0.678,0.753,-165.710,-24.109,12.695
0.213,-0.692,0.869,-156.067,-20.020,15.381
0.177,-0.690,0.936,-143.555,-9.155,24.658
0.242,-0.625,0.931,-128.845,5.859,36.194
0.346,-0.618,0.859,-114.746,16.418,45.227
0.425,-0.660,0.788,-107.605,18.616,47.668
0.436,-0.535,0.757,-110.046,15.686,43.335
0.602,-0.732,0.859,-115.845,6.104,37.109
0.767,-0.625,0.931,-121.521,-28.503,15.381
0.666,-0.668,1.039,-118.286,-71.228,1.831
0.394,-0.734,1.154,-111.145,-111.572,-16.357
0.121,-0.799,1.255,-102.417,-116.577,-27.527
0.002,-0.835,1.267,-91.736,-83.069,-18.433
0.095,-0.801,1.216,-77.759,-33.203,1.892
0.205,-0.778,1.070,-65.796,7.202,19.470
0.266,-0.840,0.924,-60.242,35.461,29.236
0.389,-0.823,0.810,-60.608,52.307,32.532
0.548,-0.799,0.771,-61.707,45.166,30.334
0.594,-0.790,0.792,-64.331,13.123,20.081
0.521,-0.746,0.805,-68.298,-24.597,3.601
0.414,-0.764,0.803,-69.458,-51.697,-11.292
0.283,-0.832,0.905,-70.801,-64.880,-19.226
0.192,-0.806,1.022,-70.129,-59.875,-19.409
0.136,-0.768,1.050,-60.852,-43.579,-11.780
0.156,-0.731,0.980,-45.593,-22.400,1.404
0.244,-0.653,0.850,-32.043,-2.563,15.320
0.311,-0.691,0.729,-25.330,12.512,22.400
0.371,-0.734,0.683,-26.794,21.606,21.851
0.422,-0.700,0.701,-31.616,17.822,16.724
0.430,-0.665,0.740,-34.363,-0.671,9.155
0.384,-0.674,0.770,-34.363,-22.095,0.549
0.277,-0.704,0.796,-34.729,-36.499,-5.859
0.219,-0.709,0.844,-36.621,-36.438,-7.385
0.212,-0.687,0.865,-37.231,-26.855,-4.883
0.225,-0.674,0.847,-33.936,-17.395,0.061
0.257,-0.654,0.795,-29.236,-9.644,5.798
0.285,-0.628,0.735,-26.245,-4.272,8.850
0.302,-0.614,0.688,-25.940,-0.977,9.094
0.311,-0.601,0.668,-28.381,2.319,6.897
0.328,-0.596,0.679,-31.616,4.883,2.502
0.333,-0.610,0.718,-33.203,2.258,-2.502
0.293,-0.616,0.746,-32.532,-5.432,-6.470
0.261,-0.638,0.761,-30.029,-13.306,-9.216
0.241,-0.648,0.781,-28.381,-16.418,-8.850
0.219,-0.659,0.825,-28.687,-15.625,-6.653
0.204,-0.638,0.861,-28.809,-12.634,-4.639
0.230,-0.604,0.883,-25.330,-6.470,-1.160
0.285,-0.613,0.905,-19.592,-0.793,2.136
0.303,-0.610,0.925,-14.404,1.099,1.526
0.277,-0.593,0.918,-9.033,-1.831,-1.709
0.227,-0.623,0.886,-3.784,-6.042,-2.319
0.199,-0.656,0.869,-0.977,-5.737,-1.099
0.195,-0.653,0.857,0.488,-2.075,0.061
0.204,-0.644,0.829,2.380,-1.221,1.892
0.208,-0.647,0.803,3.906,-2.747,5.127
0.219,-0.640,0.781,3.357,-4.517,7.751
0.237,-0.628,0.776,1.404,-4.395,8.789
0.246,-0.631,0.777,-1.343,-1.465,8.240
0.282,-0.628,0.801,-3.723,3.845,5.981
0.331,-0.599,2.027,35.583,-35.828,-12.024
0.325,-0.766,2.267,56.580,-33.325,-14.404
0.307,-0.850,2.549,72.388,-26.184,-18.738
0.249,-0.852,2.831,88.928,-26.550,-21.240
0.161,-0.851,3.040,112.488,-26.978,-20.691
0.084,-0.902,3.102,146.362,-19.470,-16.724
0.005,-0.955,3.063,182.068,-8.240,-9.216
-0.000,-0.946,2.954,211.304,2.563,-2.014
-0.258,-0.922,2.568,237.183,6.531,6.409
-0.243,-0.817,2.290,266.968,27.222,17.517
-0.204,-0.756,1.915,291.748,37.720,32.532
-0.171,-0.679,1.628,300.049,43.579,44.495
-0.144,-0.546,1.421,296.936,48.584,48.950
-0.042,-0.433,1.261,295.959,52.185,50.720
-0.047,-0.281,1.126,296.509,45.044,51.086
-0.071,-0.161,0.969,297.668,36.804,50.781
-0.036,-0.119,0.755,302.612,35.583,56.396
0.076,-0.061,0.597,304.565,43.152,60.852
0.158,0.057,0.399,305.481,49.316,61.279
0.255,0.175,0.204,309.875,51.208,63.599
0.441,0.240,0.042,311.707,52.856,65.002
0.577,0.286,-0.102,304.382,50.232,57.495
0.643,0.303,-0.203,293.213,44.861,40.649
0.592,0.342,-0.281,281.250,35.767,21.057
0.448,0.367,-0.383,272.217,26.733,6.958
0.293,0.383,-0.520,266.663,29.785,2.686
0.205,0.385,-0.720,261.719,46.143,5.554
0.170,0.393,-0.997,257.690,63.904,12.634
0.209,0.443,-1.340,251.770,73.181,20.996
0.200,0.503,-1.686,239.380,77.148,25.330
0.165,0.527,-2.021,220.398,79.102,24.841
0.155,0.521,-2.320,196.350,81.177,22.827
0.095,0.473,-2.576,165.833,79.590,19.165
0.003,0.414,-2.758,130.859,69.336,13.062
-0.076,0.296,-2.820,89.478,50.232,5.127
-0.150,0.158,-2.725,40.649,29.602,-1.892
-0.211,0.054,-2.483,-9.521,13.184,-5.920
-0.227,-0.028,-2.144,-56.274,0.916,-7.629
-0.188,-0.133,-1.778,-96.680,-4.089,-6.653
-0.129,-0.239,-1.428,-127.747,-5.676,-2.319
-0.050,-0.322,-1.101,-147.522,-9.277,3.662
0.018,-0.397,-0.839,-158.081,-16.785,8.850
0.074,-0.481,-0.625,-163.025,-24.841,13.245
0.096,-0.547,-0.435,-164.795,-26.001,15.259
0.090,-0.603,-0.308,-161.560,-22.095,18.066
0.102,-0.645,-0.255,-153.564,-15.686,24.231
0.149,-0.656,-0.239,-145.081,-10.071,32.166
0.216,-0.647,-0.252,-138.550,-7.629,38.635
0.278,-0.622,-0.261,-133.545,-8.911,41.687
0.363,-0.635,-0.273,-131.592,-13.611,42.114
0.467,-0.610,-0.236,-133.362,-20.752,37.537
0.473,-0.622,-0.212,-135.681,-30.090,30.884
0.453,-0.617,-0.204,-138.000,-36.926,20.813
0.449,-0.617,-0.179,-142.212,-39.734,9.583
0.405,-0.635,-0.135,-149.475,-38.147,2.686
0.334,-0.662,-0.015,-157.959,-32.776,-1.953
0.293,-0.649,0.115,-163.391,-24.048,-4.333
0.259,-0.646,0.217,-163.452,-16.357,-2.869
0.265,-0.659,0.301,-160.095,-9.460,3.113
0.303,-0.645,0.364,-153.320,-3.906,10.315
0.339,-0.623,0.369,-142.273,-4.822,14.526
0.421,-0.615,0.319,-130.310,-12.390,15.869
0.525,-0.683,0.300,-126.526,-22.644,12.146
0.516,-0.691,0.286,-136.719,-33.691,0.793
0.403,-0.679,0.312,-152.283,-40.771,-12.512
0.325,-0.695,0.398,-169.983,-36.560,-22.278
0.251,-0.691,0.519,-185.730,-20.203,-26.062
0.197,-0.680,0.649,-188.965,-1.831,-23.865
0.207,-0.687,0.753,-177.307,14.771,-15.381
0.251,-0.663,0.768,-157.471,18.982,-5.676
0.280,-0.661,0.727,-134.094,10.315,1.770
0.343,-0.684,0.670,-112.488,-5.737,7.568
0.397,-0.663,0.633,-98.755,-31.738,8.240
0.438,-0.615,0.608,-93.445,-61.646,1.831
0.414,-0.565,0.539,-97.229,-82.825,-9.338
0.301,-0.754,0.576,-110.107,-87.891,-18.616
0.238,-0.663,0.586,-131.653,-74.829,-35.034
0.227,-0.694,0.792,-147.217,-45.654,-28.259
0.218,-0.690,0.825,-158.691,-13.489,-21.240
0.336,-0.671,0.972,-160.889,6.653,-23.010
0.399,-0.658,1.041,-149.597,11.108,-25.513
0.435,-0.606,1.070,-128.662,-9.399,-31.311
0.346,-0.628,1.033,-102.966,-55.908,-34.363
